question,label
아니 충남 보령 공기 말해줄래,1
아니 오늘 보령시 공기 뭐야,1
아니 보령 공기 말해줘,1
아니 내일 충청남도 예산군 대기질 알려줄래,1
아니 충남 예산 공기 말해줄래,1
아니 오늘 예산군 공기 뭐야,1
예산 공기 말해줘 ㅋㅋ,1
내일 충청남도 아산시 대기질 알려줄래 ㅋㅋ,1
다음 주 전주 대기질 심하려나 ㅋㅋ,1
이번 주 서울 황사 오니 ㅋㅋ,0
이번 주 대구 공기 대기질 어떤지 알려줘 ㅋㅋ,1
부산 이번 주 공기 맑은지 알려줄래 ㅋㅋ,1
광주 이번 주 황사 오려나 ㅋㅋ,0
울산 이번 주 대기질 어때 ㅋㅋ,1
이번 주 인천 공기 황사 오니 ㅋㅋ,1
이번 주 전주 대기질 어떤지 알려줄래 ㅋㅋ,1
이번 주 강릉 맑아 ㅋㅋ,0
이번 주 속초 공기 대기질 ㅋㅋ,1
이번 주 과천 황사 오니 ㅋㅋ,0
말하자면 이번 주 군산 대기질 어때,1
말하자면 충남 아산 공기 말해줄래,1
말하자면 오늘 아산시 공기 뭐야,1
말하자면 아산 공기 말해줘,1
말하자면 내일 충청남도 천안시 대기질 알려줄래,1
ㅋㅋ 충남 천안 공기 말해줄래,1
ㅋㅋ 오늘 천안시 공기 뭐야,1
ㅋㅋ 천안 공기 말해줘,1
ㅋㅋ 내일 충청남도 당진 대기질 알려줄래,1
ㅋㅋ 충남 당진 공기 말해줄래,1
오늘 당진시 결국 공기 뭐야,1
당진 공기 말해줘 결국,1
내일 충청남도 홍성군 그니까 대기질 알려줄래,1
충남 홍성 공기 말해줄래 아니,1
오늘 홍성군 공기 좀 뭐냐고,1
홍성 공기 ㅋㅋ 말해줘,1
내일 그니까 충남 계룡 대기질 알려줄래,1
오늘 그니까 충남 대전 대기질 알려줄래,1
내일 하여튼 충남 서천시 대기질 알려줄래,1
내일 그니까 충청남도 계룡 대기질 알려줄래,1
내일 알았으니까 충청남도 서천 대기질 알려줄래,1
내일 아무튼 충청남도 계룡시 대기질 알려줄래,1
아무튼 충남 계룡 공기 말해줄래,1
아무튼 오늘 계룡시 공기 뭐야,1
하여튼 계룡 공기 말해줘,1
그려 내일 충청남도 서천시 대기질 알려줄래,1
그래 충남 서천 공기 말해줄래,1
아무튼 오늘 서천시 공기 뭐야,1
어쨋든 서천 공기 말해줘,1
그래 군산 대야 공기 말해줄래,1
아무튼 오늘 대야면 공기 뭐야,1
그니까 대야 공기 말해줘,1
그래 내일 전라북도 임실군 대기질 알려줄래,1
그려 전북 임실 공기 말해줄래,1
그래 오늘 임실군 공기 뭐야,1
그래 임실 공기 말해줘,1
응 내일 전라북도 장수군 대기질 알려줄래,1
응 전북 무주군 공기 좀 말해주세요,1
응 오늘 완주군 대기질 알려주라,1
응 정읍 공기 뭐야,1
응 내일 전라북도 장수군 대기질 알려줄래,1
응 전북 무주군 공기 좀 말해주세요,1
응 오늘 완주군 대기질 알려주라,1
응 정읍 공기 뭐야,1
응 내일 전라북도 익산시 대기질 알려줄래,1
응 전북 고창군 공기 좀 말해주세요,1
응 오늘 완주군 대기질 알려주라,1
응 고창군 공기 뭐야,1
응 내일 전라북도 남원시 대기질 알려줄래,1
응 다음 주 전주 대기질 심하려나,1
응 이번 주 서울 황사 오니,0
응 이번 주 대구 공기 대기질 어떤지 알려줘,1
응 부산 이번 주 공기 맑은지 알려줄래,1
응 광주 이번 주 황사 오려나,0
응 울산 이번 주 대기질 어때,1
응 이번 주 인천 공기 황사 ㅋㅋ,1
이번 주 전주 대기질 어떤지 알려줄래 좀,1
이번 주 강릉 맑아 좀,0
이번 주 속초 공기 대기질 좀,1
이번 주 과천 황사 ㅋㅋ 좀,0
이번 주 군산 대기질 어때 좀,1
전북 군산시 공기 좀 말해주세요 좀,1
오늘 순창군 대기질 알려주라 좀,1
익산 공기 뭐야 좀,1
내일 전라북도 군산 대기질 알려줄래 좀,1
전북 김제 공기 좀 말해주세요 좀,1
오늘 김제시 대기질 알려주라 좀,1
요컨데 부안 공기 뭐야,1
즉 내일 전라북도 진안 대기질 알려줄래,1
결국 전북 진안군 공기 좀 말해주세요,1
결국 오늘 무주군 대기질 알려주라,1
결국 무주 공기 뭐야,1
결국 내일 전라북도 무주군 대기질 알려줄래,1
결국 전북 진안군 공기 좀 말해주세요,1
결국 오늘 무주군 대기질 알려주라,1
결국 진안 공기 뭐야,1
결국 내일 전라북도 부안군 대기질 알려줄래,1
아니 전북 순창군 공기 좀 말해주세요,1
아니 오늘 순창군 대기질 알려주라,1
응 부안 공기 뭐야,1
응 내일 전라북도 김제시 대기질 알려줄래,1
응 전북 김제 공기 좀 말해주세요,1
ㅇㅇ 오늘 익산시 대기질 알려주라,1
ㅇㅇ 김제 공기 뭐야,1
ㅇㅇ 내일 전라북도 무주군 대기질 알려줄래,1
ㅋ 임실 황사 올까,0
ㅋㅋㅋ 영덕 마스크 쓸까,0
ㅋㅋ 함평 마스크 가져갈까,0
ㅋㅋ 철원 대기질,1
ㅋㅋ 화천 대기질,1
ㅋㅋㅋ 목포 공기 대기질,1
ㅋㅋㅋ 남양주 마스크 챙길까,0
ㅋㅋ 상주 대기질,1
ㅋㅋ 대구 마스크 써야 할까,0
ㅋ 남양주 황사 심하냐고,0
ㅋㅋ 원주 대기질,1
ㅋㅋㅋ 순천 황사 심하냐고,0
ㅋ 김천 대기질,1
ㅋㅋ 광명 대기질,1
ㅎㅋㅋ 거창 마스크 가져가야하니,0
ㅋㅎ 칠곡 공기 공기,1
ㅎㅋㅋ 밀양 황사 심하냐고,0
철원 아하 공기 대기질,1
영광 아하 공기 대기질,1
음성 아하 공기 대기질,1
울릉 아하 공기 대기질,1
과천 아하 공기 대기질,1
나주 아하 공기 공기,1
남양주 아하 공기 대기질,1
속초 그럼 공기 공기,1
청주 그럼 공기 대기질,1
금산 그럼 마스크 가져갈까,0
고양 그럼 공기 공기,1
영암 그럼 마스크 챙길까,0
고창 그럼 대기질,1
고양 그럼 대기질 어떨까,1
익산 그럼 공기 대기질,1
구미 그럼 마스크 챙길까,0
음 음성 황사 올까,0
음 영동 공기 어떠냐,1
음 철원 공기 대기질,1
음 경주 대기질,1
음 철원 마스크 가져갈까,0
음 양구 대기질,1
음 화천 공기 대기질,1
음 함안 공기 대기질,1
음 영광 대기질,1
하 고흥 대기질,1
하 원주 마스크 필요할까,0
하 서천 대기질,1
하 여수 대기질,1
하 진주 공기 공기,1
하 논산 마스크 가져갈까,0
하 의령 대기질,1
하 태백 대기질,1
하 신안 대기질,1
하 봉화 대기질,1
하 안산 마스크 쓸까,0
강릉 그럼 대기질,1
의정부 그면 마스크 써야하니,0
목포 그면 대기질,1
화천 ㅋㅋ 대기질,1
창녕 ㅋㅋ 대기질,1
김천 ㅋㅋ 마스크 필요하니,0
곡성 아니 공기 공기,1
삼척 아니 마스크 챙겨야 할까,0
울릉 혹시 공기 대기질,1
장흥 혹시 마스크 가져가야하니,0
서천 혹시 황사 올까,0
예천 혹시 대기질,1
부여 혹시 황사 올까,0
창녕 혹시 공기 대기질,1
양평 혹시 대기질,1
의령 혹시 대기질,1
거제 혹시 대기질,1
포천 설마 공기상태,1
태백 설마 마스크 필요할까,0
광양 설마 마스크 써야 할까,0
옥천 설마 대기질,1
전주 설마 마스크 챙길까,0
고양 설마 황사 심하냐고,0
군산 그럼 마스크 챙겨야해,0
홍성 그럼 대기질,1
예천 그럼 대기질 어떨까,1
안산 그럼 공기 대기질,1
청주 그럼 오존 심하냐고,0
제천 그럼 공기 어떠냐,1
금산 그럼 마스크 챙길까,0
청양 그럼 공기,1
상주 그러면 오존 올까,0
의령 그러면 공기 대기질,1
하동 그러면 공기 대기질,1
홍성 그러면 마스크 써야 할까,0
목요일 음 음성 오존 올까,0
내일 음 영동 공기 어떠냐,1
목요일 음 철원 공기 대기질,1
내일 음 경주 대기질,1
목요일 음 철원 마스크 가져갈까,0
내일 음 양구 대기질,1
목요일 음 화천 공기 대기질,1
목요일 음 함안 공기 대기질,1
목요일 음 영광 대기질,1
목요일 하 고흥 대기질,1
목요일 하 원주 마스크 필요할까,0
목요일 하 서천 대기질,1
내일 하 여수 대기질,1
내일 하 진주 공기 공기상태,1
내일 하 논산 마스크 가져갈까,0
내일 하 의령 대기질,1
내일 하 태백 대기질,1
내일 하 신안 대기질,1
내일 하 봉화 대기질,1
내일 하 안산 마스크 쓸까,0
금요일 강릉 그럼 대기질,1
금요일 의정부 그면 마스크 써야하니,0
금요일 목포 그면 대기질,1
금요일 화천 ㅋㅋ 대기질,1
금요일 창녕 ㅋㅋ 대기질,1
모레 김천 ㅋㅋ 마스크 필요하니,0
모레 곡성 아니 공기 공기상태,1
모레 삼척 아니 마스크 챙겨야 할까,0
모레 울릉 혹시 공기 대기질,1
모레 장흥 혹시 마스크 가져가야하니,0
모레 서천 혹시 오존 올까,0
모레 예천 혹시 대기질,1
모레 부여 혹시 오존 올까,0
모레 창녕 혹시 공기 대기질,1
모레 양평 혹시 대기질,1
현재 의령 혹시 대기질,1
현재 거제 혹시 대기질,1
현재 포천 설마 공기상태,1
현재 태백 설마 마스크 필요할까,0
현재 광양 설마 마스크 써야 할까,0
현재 옥천 설마 대기질,1
현재 전주 설마 마스크 챙길까,0
현재 고양 설마 오존 심하냐고,0
현재 군산 그럼 마스크 챙겨야해,0
내일 홍성 그럼 대기질,1
일요일 안산 그럼 공기 대기질,1
일요일 청주 그럼 오존 심하냐고,0
일요일 제천 그럼 공기 어떠냐,1
일요일 금산 그럼 마스크 챙길까,0
수요일 청양 그럼 공기,1
수요일 상주 그러면 오존 올까,0
수요일 의령 그러면 공기 대기질,1
수요일 하동 그러면 공기 대기질,1
수요일 홍성 그러면 마스크 써야 할까,0
일요일 음 음성 오존 올까,0
내일 음 영동 공기 어떠냐,1
일요일 음 철원 공기 대기질,1
내일 음 경주 대기질,1
일요일 음 철원 마스크 가져갈까,0
내일 음 양구 대기질,1
일요일 음 화천 공기 대기질,1
일요일 음 함안 공기 대기질,1
화요일 음 영광 대기질,1
화요일 하 고흥 대기질,1
화요일 하 원주 마스크 필요할까,0
화요일 하 서천 대기질,1
내일 하 여수 대기질,1
내일 하 진주 공기 공기상태,1
내일 하 논산 마스크 가져갈까,0
내일 하 의령 대기질,1
내일 하 태백 대기질,1
내일 하 신안 대기질,1
내일 하 봉화 대기질,1
내일 하 안산 마스크 쓸까,0
화요일 강릉 그럼 대기질,1
화요일 의정부 그면 마스크 써야하니,0
오늘 목포 그면 대기질,1
오늘 화천 ㅋㅋ 대기질,1
오늘 창녕 ㅋㅋ 대기질,1
모레 김천 ㅋㅋ 마스크 필요하니,0
모레 곡성 아니 공기 공기상태,1
모레 삼척 아니 마스크 챙겨야 할까,0
모레 울릉 혹시 공기 대기질,1
모레 장흥 혹시 마스크 가져가야하니,0
모레 서천 혹시 오존 올까,0
모레 예천 혹시 대기질,1
모레 부여 혹시 오존 올까,0
모레 창녕 혹시 공기 대기질,1
모레 양평 혹시 대기질,1
현재 의령 혹시 대기질,1
현재 거제 혹시 대기질,1
현재 포천 설마 공기상태,1
현재 태백 설마 마스크 필요할까,0
현재 광양 설마 마스크 써야 할까,0
현재 옥천 설마 대기질,1
현재 전주 설마 마스크 챙길까,0
현재 고양 설마 오존 심하냐고,0
현재 군산 그럼 마스크 챙겨야해,0
내일 홍성 그럼 대기질,1
오늘 안산 그럼 공기 대기질,1
오늘 청주 그럼 오존 심하냐고,0
오늘 제천 그럼 공기 어떠냐,1
오늘 금산 그럼 마스크 챙길까,0
수요일 청양 그럼 공기,1
수요일 상주 그러면 오존 올까,0
수요일 의령 그러면 공기 대기질,1
수요일 하동 그러면 공기 대기질,1
수요일 홍성 그러면 마스크 써야 할까,0
그러면 서울 광진구 대기질,1
그러면 서울 노원구 공기 좋니,1
그러면 서울 구로구 대기질,1
그러면 서울 종로구 공기 어떠냐,1
그러면 서울 중구 오존 올까,0
그러면 서울 강북구 마스크 가져가야하니,0
그러면 서울 강동구 오존 심하냐고,0
그러면 서울 광진구 공기 공기,1
이제 서울 구로구 공기상태,1
이제 서울 영등포구 마스크 써야 할까,0
이제 서울 중랑구 공기 대기질,1
이제 서울 서대문구 대기질,1
이제 서울 동작구 공기 대기질,1
이제 서울 영등포구 마스크 필요하냐,0
이제 서울 동대문구 오존 올까,0
아 서울 영등포구 공기 대기질,1
아 서울 중구 공기 대기질,1
아 서울 구로구 공기 대기질,1
아 서울 관악구 공기 대기질,1
아 서울 동작구 대기질,1
아 서울 용산구 공기 대기질,1
참 서울 서대문구 마스크 필요하냐,0
참 서울 강동구 마스크 써야 할까,0
참 서울 송파구 대기질,1
참 서울 마포구 공기 대기질,1
참 서울 송파구 대기질,1
참 서울 도봉구 공기 대기질,1
헐 서울 송파구 공기상태,1
헐 서울 양천구 마스크 챙겨야 할까,0
헐 서울 성동구 대기질,1
헐 서울 노원구 대기질,1
헐 서울 서대문구 공기 어떠냐,1
헐 서울 종로구 마스크 챙겨야 할까,0
그니까 서울 성북구 대기질,1
그니까 서울 도봉구 대기질 어떨까,1
그니까 서울 금천구 공기 대기질,1
그니까 서울 마포구 오존 대기질,1
그니까 서울 서대문구 공기 대기질,1
그러게 서울 서대문구 공기 대기질,1
그러게 서울 관악구 공기 대기질,1
그러게 서울 마포구 대기질,1
그러게 서울 마포구 공기 대기질,1
그러게 서울 강북구 마스크 필요해,0
그러게 서울 중구 대기질,1
하여튼 서울 도봉구 공기 대기질,1
하여튼 서울 양천구 공기 대기질,1
하여튼 서울 강동구 마스크 챙길까,0
하여튼 서울 강남구 공기 대기질,1
하여튼 서울 성동구 마스크 챙길까,0
하여튼 서울 강동구 대기질,1
하여튼 서울 강북구 공기 대기질,1
하지만 서울 은평구 마스크 가져갈까,0
하지만 서울 종로구 대기질,1
하지만 서울 은평구 공기상태,1
하지만 서울 도봉구 마스크 필요하냐,0
하지만 서울 노원구 마스크 필요해,0
하지만 서울 중구 공기 대기질,1
진짜 서울 중구 마스크 필요할까,0
진짜 서울 금천구 대기질,1
진짜 서울 노원구 오존 심하냐고,0
진짜 서울 강북구 대기질 어떨까,1
진짜 서울 관악구 마스크 필요할까,0
진짜 서울 성북구 마스크 필요할까,0
진짜 서울 구로구 오존 심하냐고,0
진짜 서울 강남구 마스크 챙길까,0
마지막 서울 강서구 대기질,1
마지막 서울 강서구 대기질,1
마지막 서울 서초구 공기 좋니,1
마지막 서울 중구 마스크 챙겨야 할까,0
마지막 서울 강서구 공기 대기질,1
마지막 서울 마포구 마스크 필요할까,0
보은 대기질,1
평창 오존 올려나,0
고성 공기 대기질,1
성남 대기질,1
삼척 오존 올려나,0
시흥 공기 대기질,1
예천 오존 대기질,1
논산 공기 어떠려나,1
양양 공기 대기질,1
부안 심하려나,0
칠곡 공기 좋으려나,1
포항 마스크 챙겨야 할까,0
군위 심하려나,0
담양 공기 대기질,1
태안 마스크 챙겨야 할까,0
대구 심하려나,0
신안 공기 좋으려나,1
정선 공기 대기질,1
청도 공기 대기질,1
안산 공기 대기질,1
양주 공기 대기질,1
완주 공기 대기질,1
창녕 대기질,1
진주 공기 좋으려나,1
진주 공기 대기질,1
속초 마스크 써야하니,0
영월 오존 심하냐고,0
서산 오존 올려나,0
순천 공기 대기질,1
구미 공기 대기질,1
대구 마스크 가져갈까,0
양평 공기 심하려나,1
정선 공기상태,1
안산 대기질,1
대기질 상태,1
밀양 마스크 챙겨야 할까,0
원주 대기질,1
오산 마스크 필요하냐,0
무안 오존 심하냐고,0
영양 마스크 써야하니,0
서산 공기 맑으려나,1
경주 공기 대기질,1
양양 대기질,1
순창 마스크 필요해,0
수원 공기 대기질,1
정선 마스크 가져갈까,0
논산 대기질,1
음성 대기질,1
의왕 마스크 챙길까,0
양양 마스크 필요해,0
영광 마스크 써야하니,0
고성 대기질,1
보은 오존 심하냐고,0
정선 대기질,1
진안 대기질,1
청송 대기질,1
의왕 공기 공기상태,1
평창 공기 어떠려나,1
공주 공기 대기질,1
무안 마스크 필요해,0
무주 오존 올려나,0
부여 대기질,1
담양 대기질,1
청주 공기 공기상태,1
영천 공기 대기질,1
해운대 공기 어떠려나,1
의정부 공기 대기질,1
남원 공기 대기질,1
안성 공기 대기질,1
순천 대기질,1
영주 대기질,1
무안 공기 대기질,1
신안 마스크 필요하려나,0
김포 맑으려나,0
용산 공기 대기질,1
단양 공기 대기질,1
함평 맑으려나,0
양평 공기 대기질,1
거창 대기질,1
단양 공기상태,1
보성 마스크 써야하니,0
의성 공기 대기질,1
부안 공기 심하려나,1
함양 오존 대기질,1
영동 공기 어떠려나,1
전주 공기 심하려나,1
평택 마스크 챙겨야해,0
파주 대기질,1
영덕 마스크 써야 할까,0
강진 오존 대기질,1
논산 공기 대기질,1
이천 마스크 써야 할까,0
군포 마스크 필요하려나,0
단양 공기 대기질,1
서산 대기질,1
서천 맑으려나,0
성주 공기 맑으려나,1
순창 공기 좋으려나,1
영동 맑으려나,0
군포 마스크 챙겨야해,0
제천 대기질,1
여주 대기질,1
태안 대기질,1
영주 공기 대기질,1
화순 오존 대기질,1
광주 공기 어떠려나,1
오산 공기 대기질,1
정선 대기질,1
고령 공기 대기질,1
평창 마스크 챙겨야해,0
제천 마스크 가져가야하니,0
울진 공기 맑으려나,1
시흥 공기 대기질,1
보령 마스크 챙길까,0
진안 공기 대기질,1
강릉 대기질,1
산청 마스크 챙길까,0
아산 대기질 올려나,1
의령 공기 좋으려나,1
울진 마스크 쓸까,0
보은 공기 공기상태,1
김천 대기질,1
광주 마스크 필요해,0
전주 공기 대기질,1
파주 공기 어떠려나,1
구리 공기 대기질,1
의왕 대기질,1
남원 오존 심하냐고,0
부여 대기질 올려나,1
영천 대기질,1
장수 마스크 챙겨야해,0
곡성 공기 어떠려나,1
영광 공기 공기상태,1
영덕 공기 대기질,1
경산 마스크 필요하려나,0
화순 대기질,1
고성 마스크 써야하니,0
정선 오존 대기질,1
김포 오존 심하냐고,0
고흥 공기상태,1
신안 마스크 필요하려나,0
목포 공기 맑으려나,1
담양 마스크 필요하려나,0
옥천 마스크 가져가야하니,0
포천 대기질,1
밀양 공기 대기질,1
서천 마스크 써야 할까,0
영양 마스크 챙길까,0
용인 공기 대기질,1
일산 마스크 챙겨야 할까,0
양산 마스크 필요하냐,0
이천 마스크 챙겨야해,0
춘천 마스크 필요하냐,0
제주 마스크 챙길까,0
의성 대기질,1
구미 공기 어떠려나,1
신안 공기 심하려나,1
속초 대기질,1
정읍 대기질,1
무주 마스크 필요하냐,0
용산 마스크 챙겨야해,0
삼척 공기 대기질,1
구미 대기질,1
성주 대기질,1
구리 심하려나,0
안양 대기질,1
군포 공기 어떠려나,1
내일 영천 공기 공기상태,1
내일 일산 대기질,1
내일 이천 공기,1
내일 양산 대기질,1
내일 안성 공기 대기질,1
내일 정선 대기질,1
내일 영동 공기 공기,1
내일 강진 대기질,1
내일 해운대 대기질,1
내일 청양 공기 좋니,1
모레 신안 공기 공기,1
모레 영동 대기질,1
모레 광명 공기 공기상태,1
모레 김제 대기질,1
모레 경산 대기질,1
모레 울릉 공기 대기질,1
모레 횡성 공기 대기질,1
모레 함안 대기질,1
오늘 광명 공기 대기질,1
오늘 시흥 대기질,1
오늘 영월 마스크 필요해,0
오늘 영주 공기 공기,1
오늘 장성 공기 공기상태,1
오늘 군산 공기 대기질,1
오늘 충주 공기 공기,1
오늘 영광 공기 대기질,1
오늘 평창 마스크 써야 할까,0
오늘 양주 오존 대기질,1
오늘 봉화 공기 대기질,1
오늘 화천 대기질,1
오늘 강진 대기질,1
오늘 괴산 대기질,1
오늘 청도 공기 대기질,1
오늘 영동 오존 심하냐고,0
오늘 광양 공기 대기질,1
오늘 증평 공기 대기질,1
설마 내일 영천 공기 공기상태,1
설마 내일 일산 대기질,1
설마 내일 이천 공기,1
설마 내일 양산 대기질,1
설마 내일 안성 공기 대기질,1
설마 내일 정선 대기질,1
진짜 내일 영동 공기 공기,1
진짜 내일 강진 대기질,1
진짜 내일 해운대 대기질,1
진짜 내일 청양 공기 좋니,1
진짜 모레 신안 공기 공기,1
진짜 모레 영동 대기질,1
진짜 모레 광명 공기 공기상태,1
혹시라도 모레 김제 대기질,1
혹시라도 모레 경산 대기질,1
혹시라도 모레 울릉 공기 대기질,1
혹시라도 모레 횡성 공기 대기질,1
혹시 모레 함안 대기질,1
혹시 오늘 광명 공기 대기질,1
혹시 오늘 시흥 대기질,1
혹시 오늘 영월 마스크 필요해,0
혹시 오늘 영주 공기 공기,1
아 오늘 장성 공기 공기상태,1
아 오늘 군산 공기 대기질,1
아 오늘 충주 공기 공기,1
아 오늘 영광 공기 대기질,1
그러게 오늘 평창 마스크 써야 할까,0
그러게 오늘 양주 오존 대기질,1
그러게 오늘 봉화 공기 대기질,1
그러게 오늘 화천 대기질,1
그러게 오늘 강진 대기질,1
그럼 오늘 괴산 대기질,1
그럼 오늘 청도 공기 대기질,1
그럼 오늘 영동 오존 심하냐고,0
그럼 오늘 광양 공기 대기질,1
그럼 오늘 증평 공기 대기질,1
칠곡 대기질,1
부천 마스크 쓸까,0
무주 대기질,1
안성 마스크 필요하냐,0
동두천 공기 대기질,1
해운대 마스크 쓸까,0
김제 공기 대기질,1
계룡 공기 대기질,1
임실 대기질,1
목포 마스크 가져가야하니,0
천안 대기질,1
진도 마스크 챙겨야 할까,0
완도 공기 대기질,1
청송 오존 올까,0
서천 대기질,1
사천 오존 올까,0
예천 마스크 쓸까,0
양산 마스크 챙겨야 할까,0
예산 마스크 챙겨야해,0
연천 공기 공기상태,1
미추홀 오존 대기질,1
완도 마스크 써야하니,0
의령 공기 대기질,1
밀양 마스크 필요할까,0
평창 공기 대기질,1
하동 마스크 가져가야하니,0
의정부 공기 공기,1
성주 대기질,1
예천 공기 어떠냐,1
군산 마스크 가져가야하니,0
진도 공기 대기질,1
익산 대기질,1
홍천 공기 대기질,1
가평 마스크 가져가야하니,0
김제 대기질,1
김제 공기,1
장성 마스크 챙겨야 할까,0
무안 마스크 챙겨야해,0
진도 대기질,1
창녕 공기 대기질,1
봉화 마스크 필요하니,0
수원 마스크 써야하니,0
김천 공기 대기질,1
예산 공기 대기질,1
대기질 심하존 올까,1
고흥 마스크 가져갈까,0
거제 공기 대기질,1
춘천 마스크 필요해,0
경주 대기질,1
부천 대기질,1
의왕 마스크 챙겨야 할까,0
속초 공기,1
함평 공기 공기상태,1
청송 공기 공기상태,1
해남 공기,1
동두천 상태,0
가평 공기 대기질,1
태백 공기 어떠냐,1
아산 오존 심하냐고,0
과천 대기질,1
보은 공기 대기질,1
남원 마스크 필요하니,0
신안 공기 대기질,1
진천 마스크 써야 할까,0
의정부 오존 심하냐고,0
양구 대기질,1
수원 마스크 쓸까,0
서산 오존 심하냐고,0
진도 오존 대기질,1
안양 대기질,1
부천 마스크 필요해,0
화천 마스크 필요하니,0
횡성 공기 대기질,1
함평 마스크 챙겨야 할까,0
영광 대기질,1
양평 마스크 써야 할까,0
안산 대기질,1
대기질 마스크 가져가야하니,1
홍천 공기 공기상태,1
문경 대기질,1
구미 대기질,1
화성 공기,1
창녕 공기 대기질,1
정읍 마스크 쓸까,0
산청 대기질,1
평택 대기질,1
합천 대기질,1
영천 마스크 챙겨야 할까,0
횡성 대기질,1
성주 공기 어떠냐,1
함안 공기 좋니,1
제천 대기질,1
영천 마스크 챙겨야해,0
화순 마스크 쓸까,0
여주 공기 대기질,1
이천 오존 대기질,1
양구 대기질,1
시흥 마스크 챙겨야해,0
양주 공기 대기질,1
정읍 대기질,1
하동 공기 공기상태,1
파주 오존 대기질,1
밀양 대기질,1
군포 마스크 필요해,0
의령 대기질,1
괴산 대기질,1
무안 공기 대기질,1
평창 대기질,1
영덕 오존 대기질,1
완도 대기질,1
철원 공기 대기질,1
안성 대기질,1
청도 공기 대기질,1
연천 마스크 챙겨야해,0
사천 마스크 챙겨야 할까,0
논산 대기질,1
익산 공기 대기질,1
제천 마스크 쓸까,0
순천 공기,1
홍천 대기질,1
횡성 대기질,1
원주 공기 대기질,1
부여 대기질,1
증평 대기질 어떨까,1
구례 대기질,1
화천 대기질,1
거제 마스크 챙겨야해,0
원주 공기 대기질,1
진안 마스크 쓸까,0
용인 마스크 챙겨야 할까,0
수원 공기 어떠냐,1
영암 대기질,1
장수 대기질,1
봉화 공기 대기질,1
안동 대기질,1
함안 공기 대기질,1
영덕 대기질,1
춘천 공기 공기상태,1
가평 대기질,1
미추홀 마스크 가져가야하니,0
강릉 대기질,1
홍천 마스크 써야 할까,0
부천 마스크 써야하니,0
인제 마스크 쓸까,0
과천 마스크 챙겨야해,0
대구 공기 대기질,1
단양 대기질,1
인제 마스크 가져갈까,0
양양 마스크 쓸까,0
인제 공기 대기질,1
성남 공기 좋니,1
고양 대기질,1
진안 마스크 가져가야하니,0
천안 공기 맑다,1
서산 공기 심하다,1
경주 마스크 써야 할까,0
무안 공기 맑다,1
영광 대기질,1
고성 대기질,1
오산 공기 대기질,1
삼척 대기질,1
아산 마스크 써야 할까,0
대구 대기질 어떨까,1
무주 공기 좋니,1
제천 공기 대기질,1
함양 대기질,1
안성 대기질,1
양평 마스크 챙겨야 할까,0
여수 대기질,1
제천 공기 대기질,1
합천 공기,1
예산 공기 대기질,1
칠곡 마스크 쓸까,0
양양 마스크 필요하냐,0
정선 공기 대기질,1
영양 대기질,1
진도 공기 대기질,1
나주 공기 대기질,1
화성 공기 심하다,1
연천 공기 좋니,1
태안 대기질,1
광양 대기질,1
의령 공기 대기질,1
천안 마스크 쓸까,0
영월 대기질,1
태안 공기 대기질,1
동두천 오존 어떻다,0
일산 공기 대기질,1
구미 마스크 필요하다,0
하동 오존 어떻다,0
하동 공기 대기질,1
용산 마스크 필요하니,0
고창 공기 어떻다,1
양산 대기질,1
안양 맑다,0
홍성 마스크 챙기다,0
순창 공기 대기질,1
부천 마스크 써야 할까,0
공주 마스크 필요하다,0
하남 대기질,1
영월 심하다,0
횡성 마스크 써야하니,0
광양 공기 대기질,1
영덕 마스크 챙기다,0
진천 마스크 챙길까,0
강진 공기 좋니,1
성주 공기 대기질,1
광양 공기 좋니,1
부여 대기질,1
천안 공기 공기,1
의왕 공기 대기질,1
용산 공기 대기질,1
삼척 공기 대기질,1
용인 공기 대기질,1
천안 공기 대기질,1
산청 오존 대기질,1
홍성 공기 좋니,1
의정부 공기 대기질,1
음성 대기질,1
안산 대기질,1
울진 대기질 어떨까,1
진천 대기질,1
순창 마스크 가져갈까,0
포항 마스크 쓸까,0
봉화 마스크 챙겨야 할까,0
창녕 오존 올까,0
영천 대기질,1
증평 공기 대기질,1
서산 마스크 챙길까,0
경산 공기 공기상태,1
김제 대기질,1
하동 마스크 필요하니,0
군산 오존 심하냐고,0
용인 공기 대기질,1
부천 대기질,1
의령 대기질,1
대구 대기질,1
오산 마스크 써야 할까,0
제주 대기질,1
상주 대기질,1
영천 마스크 필요하니,0
군위 마스크 챙길까,0
원주 공기 대기질,1
가평 마스크 필요할까,0
시흥 공기상태,1
정선 마스크 가져가야하니,0
고창 공기,1
구미 공기 대기질,1
부여 마스크 써야하니,0
음성 마스크 필요하니,0
강릉 마스크 가져가야하니,0
의왕 마스크 챙겨야해,0
보은 마스크 가져갈까,0
울진 공기 대기질,1
공주 대기질,1
가평 공기 대기질,1
용산 공기 대기질,1
경주 마스크 필요할까,0
김제 대기질,1
완주 마스크 써야하니,0
영주 대기질,1
괴산 마스크 챙겨야해,0
양양 공기 어떠냐,1
의정부 마스크 필요해,0
부천 오존 대기질,1
광명 마스크 필요하니,0
속초 대기질,1
괴산 마스크 챙겨야 할까,0
완주 마스크 필요할까,0
강릉 공기 대기질,1
강진 공기,1
고창 공기 대기질,1
충주 마스크 쓸까,0
김포 대기질,1
부여 공기,1
화순 마스크 챙길까,0
